,Company,Job,Location,Salary,Sponsored
668,"
    Numetric",Data Analyst,"Highland, UT",,True
669,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
670,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
671,"

    Ancestry","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,True
672,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
673,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
674,"

    Covance",Research Associate,Utah,,True
675,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
676,"

    Numetric
",Data Analyst,"Highland, UT",,False
677,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
678,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
679,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
680,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
681,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
682,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
683,"
    Numetric",Data Analyst,"Highland, UT",,True
684,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
685,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
686,"

    Ancestry","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,True
687,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
688,"

    Covance",Research Associate,Utah,,True
689,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
690,"

    Numetric
",Data Analyst,"Highland, UT",,False
691,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
692,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
693,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
694,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
695,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
696,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
697,"
    Numetric",Data Analyst,"Highland, UT",,True
698,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
699,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
700,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
701,"

    Ancestry","Senior Technical Product Manager, Content Recognition & Auth...","Lehi, UT",,True
702,"
    Numetric",Data Analyst,"Highland, UT",,True
703,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
704,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
705,"

    Numetric
",Data Analyst,"Highland, UT",,False
706,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
707,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
708,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
709,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
710,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
711,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
712,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
713,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
714,"

    Covance",Research Associate,Utah,,True
715,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
716,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
717,"

    Numetric
",Data Analyst,"Highland, UT",,False
718,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
719,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
720,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
721,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
722,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
723,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
724,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
725,"
    Numetric",Data Analyst,"Highland, UT",,True
726,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
727,"

    Covance",Research Associate,Utah,,True
728,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
729,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
730,"


    Ancestry
",Applied Data Scientist,"Lehi, UT",,False
731,"

    Numetric
",Data Analyst,"Highland, UT",,False
732,"


    Progressive Leasing
",Data Scientist,"Draper, UT",,False
733,"

    Aspera, an IBM Company
",Software Engineer - SDK,"Lehi, UT",,False
734,"

    Productive Data Solutions, Inc.
",Big Data Engineer,"Lehi, UT",,False
735,"

    Productive Data Commercial Solutions
",Quantitative Analyst,"Lehi, UT 84005",,False
736,"

    Aspera, an IBM Company
",Sr. Software Engineer - SDK,"Lehi, UT",,False
737,"

    Productive Data Solutions, Inc.
",Data Scientist,"Lehi, UT",,False
738,"

    Progressive Leasing",Data Scientist,"Draper, UT",,True
739,"
    Numetric",Data Analyst,"Highland, UT",,True
740,"

    Ancestry",Applied Data Scientist,"Lehi, UT",,True
741,"

    Covance",Research Associate,Utah,,True
742,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
743,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
744,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
745,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
746,"


    Lockheed Martin
",Research Scientist (Antarctica),"Englewood, CO 80112",,False
747,"


    Ibotta
",Senior Data Scientist,"Denver, CO 80202 (Lodo area)",,False
748,"


    Deloitte
",Big Data Senior Consultant,"Denver, CO 80203 (Capitol Hill area)",,False
749,"


    IBM
",Advanced Analytics Senior Data Scientist,"Denver, CO 80237 (Southeastern Denver area)",,False
750,"


    Deloitte
",Big Data Manager,"Denver, CO 80203 (Capitol Hill area)",,False
751,"


    Department of Defense
",HEALTH CARE DATA ANALYST,"Aurora, CO","[<nobr>$107,272 - $139,457 a year</nobr>]",False
752,"


    Planet Pharma
",Statistical Programmer,"Denver, CO",,False
753,"


    Staples
",Senior Insight Analyst,"Aurora, CO",,False
754,"

    Specialty Chemicals
",Research Scientist,"Denver, CO",,False
755,"


    Navigant Consulting
",Research Analyst,"Boulder, CO",,False
756,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
757,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
758,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
759,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
760,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
761,"


    Western Union
","Manager, Customer Analytics/Data Scientist","Englewood, CO 80112",,False
762,"


    University of Colorado
",Clinical Research Laboratory Assistant,"Aurora, CO",,False
763,"


    Department Of The Interior
","Statistician, GS-1530-12 (DEU-PERM-DS)","Lakewood, CO","[<nobr>$76,341 - $99,243 a year</nobr>]",False
764,"


    Oracle
","Senior Product Manager - Measurement, Oracle Data Cloud","Broomfield, CO",,False
765,"


    OnDeck
",Business Intelligence Analyst,"Denver, CO",,False
766,"


    University of Colorado
",Senior PRA,"Aurora, CO","[<nobr>$47,000 - $93,000 a year</nobr>]",False
767,"

    cliexa
",Data Scientist Intern,"Boulder, CO",,False
768,"


    KPMG
",Data Scientist / Machine Learning - Sr. Associate,"Denver, CO 80202 (Lodo area)",,False
769,"


    University of Colorado
",Postdoctoral Fellow/Trainee,"Aurora, CO",,False
770,"

    Toeroek Associates, Inc.
",Environmental Research Analyst - Lakewood,"Lakewood, CO",,False
771,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
772,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
773,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
774,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
775,"


    Lifetime Fitness
",Ultimate Hoops Statistician,"Parker, CO",,False
776,"

    Galvanize
","Lead Instructor, Principal Data Scientist","Denver, CO",,False
777,"

    Layer3 TV
",Research Analyst,"Denver, CO",,False
778,"


    University of Colorado
",Professional Research Asst,"Boulder, CO",,False
779,"

    AdTaxi Networks
",Data Quality and Reporting Analyst,"Denver, CO",,False
780,"


    Pearson
",Senior Data/Research Scientist,"Centennial, CO",,False
781,"


    University of Colorado
",Research Associate,"Aurora, CO",,False
782,"


    General Assembly
",Part-time Data Science Instructor,"Denver, CO",,False
783,"

    xentity corporation
",Data Science Analyst,"Denver, CO",,False
784,"


    Mental Health Center of Denver
",Financial Data Scientist,"Denver, CO 80201","[<nobr>$70,000 - $80,000 a year</nobr>]",False
785,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
786,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
787,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
788,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
789,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
790,"


    Ball Aerospace
",Administrative Associate II - National Defense (659189),"Broomfield, CO",,False
791,"

    Somalogic, Inc.
",Bioinformatics Assoc. II/Sr. Assoc./Analyst/Scientist,"Boulder, CO 80301",,False
792,"


    Charles Schwab
",Quantitative Analyst – Model Validation,"Lone Tree, CO 80124",,False
793,"

    Conservation Legacy
",Bureau of Land Management – Social Scientist,"Denver, CO",[<nobr>$475 a week</nobr>],False
794,"

    GutCheck
",Research Product Analyst,"Denver, CO",,False
795,"


    KPMG
","Sr Associate Data Scientist, Big Data","Denver, CO 80202 (Lodo area)",,False
796,"

    xentity corporation
",Data Analyst,"Denver, CO",,False
797,"


    UCAR
",Engineer II,"Broomfield, CO",,False
798,"

    Corgenix, Inc
",Postdoctoral Fellow - Assay Development,"Broomfield, CO 80020",,False
799,"


    Leidos
",Operations Research Analyst,"Englewood, CO",,False
800,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
801,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
802,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
803,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
804,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
805,"

    S&P Global Platts
","Analyst, Quantitative Analysis-2","Denver, CO 80221",,False
806,"


    Children's Hospital Colorado
",Research Registry Analyst,"Aurora, CO 80011 (Norfolk Glen area)",,False
807,"


    TeleTech
",Head of Global Insights & Analytics,"Englewood, CO",,False
808,"

    Technocraft solutions
","Data Scientist with Python, R, Hadoop(GC/USC)","Denver, CO",,False
809,"

    Eventus Solutions Group
",Junior Data Scientist,"Englewood, CO 80112",,False
810,"


    Leidos
",Advanced Operations Research Analyst,"Englewood, CO",,False
811,"


    S&P GLOBAL MARKET INTELLIGENCE
",ANALYST-DATA RESEARCH I,"Centennial, CO 80111",,False
812,"

    xentity corporation
",Data Science Analyst (Intern),"Golden, CO",,False
813,"


    Fellowship of Catholic University Students
",Quantitative Analyst,"Golden, CO",,False
814,"


    National Renewable Energy Laboratory
","Internship (Year Round Part Time, Full Time Summer) - Fermen...","Golden, CO",,False
815,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
816,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
817,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
818,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
819,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
820,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
821,"


    National Jewish Health
",Clinical Laboratory Scientist Lead,"Denver, CO",,False
822,"


    National Renewable Energy Laboratory
",Internship (Year-Round) – Technology Focused Behavioral Scie...,"Golden, CO",,False
823,"


    Oracle
",Sr. Data Scientist-TV,"Westminster, CO",,False
824,"


    Leidos
",Sr. Air Force Operations Research Analyst,"Englewood, CO",,False
825,"

    Outdoor Sportsman Group
",Research Analyst,"Denver, CO 80204 (Central West Denver area)",,False
826,"


    National Renewable Energy Laboratory
",Engineer II - Behavior and Energy Systems and Optimization,"Golden, CO",,False
827,"

    Atara Biotherapeutics
","Research Associate I, Cell Therapy Process Development","Aurora, CO",,False
828,"


    Ball Aerospace
",Material Property Specialist I (659107),"Broomfield, CO",,False
829,"


    National Renewable Energy Laboratory
",Postdoctoral Researcher--Geospatial Data Science,"Golden, CO",,False
830,"


    WSP | Parsons Brinckerhoff
",Project Manager - Aviation,"Denver, CO",,False
831,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
832,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
833,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
834,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
835,"


    ARCADIS
",Toxicologist/Risk Assessor,"Broomfield, CO 80021",,False
836,"


    DISH Network
",Quantitative Analyst,"Littleton, CO",,False
837,"


    Honeywell
",Engineer/Scientist Resrch IV,"Englewood, CO 80112",,False
838,"


    Merkle Inc.
",Solution Developer,"Denver, CO 80265 (LoDo area)",,False
839,"


    Oracle
",Sr. Data Scientist-Data Integrity,"Westminster, CO",,False
840,"


    Ball Aerospace
",Project Controls Analyst I (659014),"Westminster, CO",,False
841,"


    Ball Aerospace
",Engineering Aide I - Systems Engineering (659149),"Broomfield, CO",,False
842,"

    MAD Security
",Threat Research Analyst,"Denver, CO",,False
843,"


    U.S. Bank
",Quantitative Model Risk Analyst,"Denver, CO",,False
844,"


    National Jewish Health
",Assistant Professor Track II,"Denver, CO",,False
845,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
846,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
847,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
848,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
849,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
850,"


    National Jewish Health
",Clinical Laboratory Scientist I,"Denver, CO",,False
851,"


    Leidos
",Senior Technical Research Analyst,"Englewood, CO",,False
852,"


    National Renewable Energy Laboratory
",Plant and Microbial Lipid and Bio-Based Products Scientist,"Golden, CO",,False
853,"


    Archer
",Software Engineer,"Boulder, CO",,False
854,"

    Webroot
",Security Data Analyst (Threat Research Analyst),"Broomfield, CO",,False
855,"


    Children's Hospital Colorado
",Financial Analyst - Research Institute,"Aurora, CO 80011 (Norfolk Glen area)",,False
856,"

    xentity corporation
",GIS Data Systems Analysts,"Denver, CO",,False
857,"


    Southwest Research Institute
",SR. RESEARCH SCIENTIST - HELIOPHYSICS,"Boulder, CO",,False
858,"


    Vantiv
",Product Data Scientist,"Denver, CO",,False
859,"

    Knight Piesold Consulting
",Senior Mining Hydrogeologist,"Denver, CO",,False
860,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
861,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
862,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
863,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
864,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
865,"


    Comcast
",Sr Big Data Analyst,"Englewood, CO 80112",,False
866,"


    Bonfils Blood Center
",Hematology Technical Specialist - M-F,"Denver, CO",[<nobr>$26.57 an hour</nobr>],False
867,"

    BCS, Inc.
",Research Analyst,"Arvada, CO",,False
868,"

    ArcherDX
",Software Engineer,"Boulder, CO",,False
869,"


    Denver Public Schools
",SENIOR RESEARCH ANALYST,"Denver, CO","[<nobr>$62,712 - $75,255 a year</nobr>]",False
870,"

    Stanley Brothers Social Enterprises
",Research and Development Scientist,"Boulder, CO 80301",,False
871,"

    Muse Biotechnology, Inc.
",Full Stack Developer,"Boulder, CO",,False
872,"

    Truven Health Analytics, Inc. & Simpler Consulting
",Senior Research Analyst,"Greenwood Village, CO 80111",,False
873,"


    Denver Health
",Assistant Research Scientist - RADARS,"Denver, CO 80204 (Central West Denver area)","[<nobr>$93,645 a year</nobr>]",False
874,"


    Oracle
",Data Scientist 4,"Broomfield, CO",,False
875,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
876,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
877,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
878,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
879,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
880,"


    Ball Aerospace
",Software Engineer II (659033),"Aurora, CO",,False
881,"

    Goldstone Partners, Inc.
",Data and Analytics Team Lead,"Louisville, CO",,False
882,"


    AT&T
",Senior Data Analysis Business Intelligence Solutions Analyst,"Greenwood Village, CO",,False
883,"


    Harris Corporation
",Systems Engineer,"Denver, CO",,False
884,"

    Dartmouth Financial Group
",Research Analyst,"Westminster, CO",,False
885,"

    xentity corporation
",Business Intelligence Solution Architect,"Denver, CO",,False
886,"


    University of Colorado
","Professional Research Assistant- Data Manager, Database Prog...","Aurora, CO",,False
887,"


    Terracon
",Staff Geologist (Environmental),"Wheat Ridge, CO 80033",,False
888,"

    Galvanize
","Associate Instructor, Data Scientist","Denver, CO",,False
889,"

    xentity corporation
",Independent Consultant - Government Solution Architect,"Denver, CO",,False
890,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
891,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
892,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
893,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
894,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
895,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
896,"


    Centers for Disease Control and Prevention
",Mathematical Statistician,"Fort Collins, CO","[<nobr>$76,341 - $99,243 a year</nobr>]",False
897,"


    Department Of The Interior
","Operations Research Analyst (Data Scientist), GS-1515-11 (DE...","Fort Collins, CO","[<nobr>$63,691 - $82,798 a year</nobr>]",False
898,"


    Department Of The Interior
",Ecologist GS-0408-13/14 (DEU - PERM - JG),"Fort Collins, CO","[<nobr>$90,779 - $139,457 a year</nobr>]",False
899,"


    Colorado State University
",Research Scientist I Open Pool,"Fort Collins, CO",,False
900,"


    UCHealth
",Medical Lab Scientist,"Fort Collins, CO",,False
901,"


    Colorado State University
",Post-doctoral Scientist - Open Pool,"Fort Collins, CO",,False
902,"


    Colorado State University
",Research Associate III HPC Software Engineer (16-113),"Fort Collins, CO",,False
903,"


    Pilgrim's
",Market Research Analyst,"Greeley, CO",,False
904,"


    Colorado State University
",Research Associate I (Communication Specialists) - Open Pool,"Fort Collins, CO",,False
905,"


    Colorado State University
",Postdoctoral Fellow (16-111) Connecting Cloud Models to Obse...,"Fort Collins, CO",,False
906,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
907,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
908,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
909,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
910,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
911,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
912,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
913,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
914,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
915,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
916,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
917,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
918,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
919,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
920,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
921,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
922,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
923,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
924,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
925,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
926,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
927,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
928,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
929,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
930,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
931,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
932,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
933,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
934,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
935,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
936,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
937,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
938,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
939,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
940,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
941,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
942,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
943,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
944,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
945,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
946,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
947,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
948,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
949,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
950,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
951,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
952,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
953,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
954,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
955,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
956,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
957,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
958,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
959,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
960,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
961,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
962,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
963,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
964,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
965,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
966,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
967,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
968,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
969,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
970,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
971,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
972,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
973,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
974,"

    Amazon Corporate LLC",Principal Research Scientist- Relocation Opportunity,United States,,True
975,"

    Amazon Corporate LLC","Director, Research Science- Relocation Opportunity",United States,,True
976,"
    Sensory, Inc",Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,United States,,True
977,"

    U.S. Air Force",Biomedical Laboratory Officer,United States,,True
978,"

    Amazon Corporate LLC",Principal Data Scientist - Consumer Website- Relocation Oppo...,United States,,True
979,"

    Amazon Corporate LLC","Software Development Engineer, Big Data- Relocation Opportun...",United States,,True
980,"

    Amazon Web Services, Inc.","Principal Research Scientist, Forecasting and Optimization-...",United States,,True
981,"

    CIRA at Colorado State University
","Postdoctoral Fellow, Connecting Cloud Models to Observations","Fort Collins, CO",,False
982,"


    Colorado State University
","Research Scientist/Scholar I, II, III (15-131) - OPEN POOL","Fort Collins, CO",,False
983,"

    Tolmar Inc
",Senior Formulation Scientist (Dermatology),"Fort Collins, CO 80526",,False
984,"

    Tolmar Inc
",Formulation Scientist I,"Fort Collins, CO 80526",,False
985,"

    In-Situ Inc.
",Technical Communication Specialist,"Fort Collins, CO 80524",,False
986,"


    Colorado State University
","Research Scientist/Scholar I, II, III for CIRA in College Pa...","Fort Collins, CO",,False
987,"
    Solidyn Solutions, Inc",Software Engineers - Data Analytics Engineer,Colorado,,True
988,"
    In-Situ Inc.",Technical Communication Specialist,"Fort Collins, CO",,True
